Conversation Incomplete,input,output
670cbdce8b32678a3e1047dd,"Below is the conversation between the bot and user

user: How much for 1 year membership
bot: Hello! The cost for a 1-year membership at Madhavbaug may vary depending on the specific services and treatments included. For detailed pricing information, I recommend contacting our clinic directly at +917304501163. Do you have any specific health concerns or symptoms you would like to discuss?

",Symptom Consultation
670cba9c8b32678a3e1047d8,"Below is the conversation between the bot and user

user: Hi
bot: Hello! I am Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

user: Yes I have PCOD
user: Can you guys help me?
bot: When did you first notice symptoms of PCOD, and what symptoms are you currently experiencing?

bot: It seems like you have PCOD. When were you first diagnosed with PCOD, and what symptoms led to that diagnosis?

user: I was diagnosed in 2017, I was 16 years old then
bot: Madhavbaug specializes in managing lifestyle diseases, including hormonal disorders such as PCOD. Our approach involves a combination of Ayurvedic treatments and modern medical insights to create personalized treatment plans. These plans may include traditional therapies, dietary changes, lifestyle adjustments, and when necessary, modern medical interventions to ensure optimal care and enhance patient well-being. For a comprehensive treatment plan tailored to your specific needs, we recommend visiting one of our clinics to consult with our expert doctors. Would you like to book an appointment for further consultation and treatment?

user: Sure
bot: Current location, city name, or postal code is required to book an appointment, please provide your location details so I can assist you further

user: I live in Nigdi Pradhikaran, near Lokmanya Tilak Hospital, Pune, Maharashtra
bot: Oh great! We have found 21 expert doctors in your area. Could you please let us know your exact location in I live in Nigdi Pradhikaran, near Lokmanya Tilak Hospital, Pune, Maharashtra?

user: Actually there is one clinic infront of the building i live
bot: It seems that your message does not include information about your location. Could you please provide your current city name or postal code? This will help me assist you better in booking an appointment.

user: 411035
bot: Clinic list Sent

",Symptom Consultation
670cb9dc2dc4a99a0439e1b2,"Below is the conversation between the bot and user

user: Yes
bot: Do you have any specific symptoms or health issues that you would like to discuss?

user: Angiography done 5 blocks detected
bot: When did you undergo the angiography, and what symptoms prompted the test?

user: 10 days ago
bot: At Madhavbaug, we can assist you in managing and potentially reducing blockages through a combination of lifestyle management, proper diet control, regular exercises, and Panchakarma procedures. These approaches aim to gradually reduce blockages and strengthen the heart's muscular structure. Additionally, we recommend conducting a CT Angiography test at the start and after the completion of the treatment to accurately measure the blockages. Our SHS treatment also helps to open up collateral arteries, improving blood supply to the heart muscles, similar to a natural bypass. Please consult with our doctors for personalized guidance and treatment plans. Would you like to book an appointment for further consultation and treatment?

user: Breathkessness while routine swim
bot: Current location, city name, or postal code is required to book an appointment, please provide your location details so I can assist you further

user: Mulund 
Mumbai 
400080
bot: Oh great! We have found 20 expert doctors in your area. Could you please let us know your exact location in Mulund 
Mumbai 
400080?

user: Veena nagar
bot: Clinic list Sent

",Symptom Consultation
670cb6f6be428c4da84e1f21,"Below is the conversation between the bot and user

user: Hello
bot: Hello! I am Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

user: I need Two packs sane pilon ointment cream and 1 bottle of sane pilon capsules
bot: I'm sorry, but as a Health-Care Executive, I can only provide information and assistance related to health-care, Ayurveda, and massage. If you have any health concerns or symptoms you would like to discuss, please let me know.

user: Can it be delivered today ?
bot: I'm sorry, but we do not provide delivery services. If you have any health concerns or symptoms you would like to discuss, please let me know.

user: Obesity management program
bot: Have you noticed any changes in your weight recently?

user: My weight is 89kg
bot: How long have you been aware of your weight issues, and have you noticed any significant changes in your weight recently?

user: I want to reduce it to 65
bot: Have you consulted with a healthcare professional about your weight, and if so, what recommendations have they provided?

user: It’s been 10 years now
bot: It's great that you are looking to manage your weight after 10 years. To help you achieve your goal of reducing your weight to 65kg, I recommend following a balanced diet, regular exercise, and consulting with a healthcare professional for personalized guidance. Would you like to book an appointment for a consultation with our experts?

user: Only dietician
bot: Current location, city name, or postal code is required to book an appointment, please provide your location details so I can assist you further

user: Pimple Gurav Pune 411061
bot: Oh great! We have found 26 expert doctors in your area. Could you please let us know your exact location in Pimple Gurav Pune 411061?

user: Dnaynesh park road no 1 landmark Krishna chowk
bot: Clinic list Sent

user: User has shared the location - https://www.google.com/maps/search/18.582233428955,73.815986633301
user: Varsharani Kadam
bot: Clinic list Sent

user: 10:00
bot: ✅ Your appointment has been successfully booked!

*Appointment Details:*

*Clinic Name:*
New Sangavi (PUNE)

*Date & Time:*
14-Oct-2024 10:00

*Clinic Address:*
48/2/1, Kate bangar park, Dnyanesh park,Krishna chowk, New Sangavi, Pimple gurav, Pune-411061,, Haveli, MAHARASHTRA - 411061

Thank you for booking appointment with us!

We shall call you shortly to confirm your appointment.


bot: Most people come to the Doctor with their spouse, husband or any family member. This can make it easier to understand the treatment and its importance. So are you planning to bring someone along?.


user: No
bot: At Madhavbaug clinic your case will be studied in detail, so that we can identify your root cause of the disease.Our goal is to provide you with a personalized treatment plan that aims to achieve the best results in the shortest time and at the most affordable cost. Your well-being is our priority, and we're committed to helping you on your path to recovery.

user: Can appointment be on Thursday?
bot: Yes, we can schedule your appointment for Thursday. Would you like me to book the appointment for you?

user: Sorry just figured I have meeting
bot: No worries! If you need to reschedule your appointment due to a meeting, please let me know and we can find a more suitable time for you.

user: Yes Thursday same time will work
bot: Current location, city name, or postal code is required to book an appointment, please provide your location details so I can assist you further

user: Pimple Gurav Pune 411061
bot: Oh great! We have found 26 expert doctors in your area. Could you please let us know your exact location in Pimple Gurav Pune 411061?

user: Krishna chowk
bot: It seems that your message does not include information about your location or the provided location is not clear enough to figure out the nearby clinics. Could you please provide your current city name or postal code? This will help me assist you better in booking an appointment.

user: User has shared the location - https://www.google.com/maps/search/18.582233428955,73.815986633301
",Symptom Consultation
670cb638f5972b0100359b58,"Below is the conversation between the bot and user

user: Hi
bot: Hello! I am Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

user: Bradycardia
bot: Have you experienced any other symptoms, such as dizziness, fatigue, or fainting spells, alongside your bradycardia?

user: Yes
bot: When did you first notice symptoms of bradycardia, and have they changed over time?

",Symptom Consultation
670cb4f38b32678a3e1047d2,"Below is the conversation between the bot and user

user: ....
bot: Hello, I am Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

",Symptom Consultation
670cb4d56d9fea7ee79d7d75,"Below is the conversation between the bot and user

user: Call me
bot: Hi there! How can I assist you today?

user: Call me
bot: Sure, I can call you. Please provide me with your contact number.

user: Call me
bot: Sure, I can call you. Please provide me with your contact number.

user: 9762481427
bot: Hi there! How can I assist you today? Do you have any symptoms or health issues?

",Symptom Consultation
670cb2fef5972b0100359b54,"Below is the conversation between the bot and user

user: Hey I have a headache
bot: Here are some general physicians you can consult for your headache:

1. **Dr. Satheesh Chandra** 
- Available on Tuesday, Thursday, and Saturday from 08:00 AM to 10:00 AM, and on Sunday from 08:00 AM to 11:00 AM.

2. **Dr. Aishwarya** 
- Available on Sunday from 08:00 AM to 11:00 AM, and Monday to Saturday from 05:00 PM to 07:00 PM.

3. **Dr. Umesh Akki** 
- Available on Monday, Wednesday, and Friday from 08:00 AM to 10:00 AM.

Would you like me to help you book an appointment with any of these doctors?

user: What is the laboratory timings
bot: The laboratory services at Chinmaya Mission Hospital are available 24x7. If you have any other questions or need assistance, feel free to ask!

user: Do you have parking facility
bot: Yes, Chinmaya Mission Hospital provides parking facilities for both two-wheelers and cars for patients, visitors, and staff. If you have any other questions or need further assistance, feel free to ask!

user: i want MRI done
bot: Here are some radiologists you can consult for your MRI:

1. **Dr. Dilip** - Available Monday to Saturday from 12:00 PM to 08:00 PM.
2. **Dr. Niharika** - Available Monday to Saturday from 09:00 AM to 12:30 PM.
3. **Dr. Mohan Kumar** - Available Monday to Saturday from 01:00 PM to 09:00 PM.

Would you like me to help you book an appointment with any of these doctors?

user: what is the timings
bot: Hari Om! Could you please specify which department or service you are inquiring about the timings for? This will help me provide you with the most accurate information.

user: of the MRI
bot: Hari Om! The MRI services at Chinmaya Mission Hospital are available as per the radiologists' timings. Here are the available timings for the radiologists:

1. **Dr. Dilip** - Available Monday to Saturday from 12:00 PM to 08:00 PM.
2. **Dr. Niharika** - Available Monday to Saturday from 09:00 AM to 12:30 PM.
3. **Dr. Mohan Kumar** - Available Monday to Saturday from 01:00 PM to 09:00 PM.

Would you like me to help you book an appointment with any of these doctors for your MRI?

",Appointment Booking
670cb0b97c13002c028c1a51,"Below is the conversation between the bot and user

user: Hello
bot: Hello! I am Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

user: Yes
bot: Please go ahead and let me know about your symptoms or health issues.

user: I didn't do any test recently but I have vitamin deficiency issues
bot: Have you had any recent blood tests or assessments to identify specific vitamin deficiencies?

user: heavy weakness
bot: How long have you been experiencing this heavy weakness, and has it been gradual or sudden?

user: DE and B12
user: DE and B12
bot: Have you had any recent blood tests to check your levels of vitamin D and B12?

bot: Have you had any recent blood tests to check your levels of Vitamin D and B12?

user: around 3 to 4 years
bot: At Madhavbaug, we address issues like heavy weakness, vitamin D deficiency, and B12 deficiency through a comprehensive approach that combines traditional Ayurvedic therapies with modern medical insights. Our expert doctors will create a personalized treatment plan for you, which may include dietary changes to ensure adequate intake of essential nutrients, Ayurvedic medicines to support overall health, and lifestyle adjustments to improve energy levels. Additionally, we may recommend specific supplements or treatments to address vitamin D and B12 deficiencies. Regular monitoring and follow-up visits will help track your progress and ensure optimal care. Please visit our clinic to discuss your specific needs and start your journey towards better health.

user: not recent I had done it long time ago
bot: It's important to regularly monitor your vitamin levels to ensure optimal health. If you have not had blood tests done recently, I recommend scheduling an appointment with a healthcare provider to check your vitamin D and B12 levels. If you would like to book an appointment at Madhavbaug for further evaluation and personalized treatment, please let me know.

user: yes please
bot: Current location, city name, or postal code is required to book an appointment, please provide your location details so I can assist you further

user: 411061
bot: Oh great! We have found 26 expert doctors in your area. Could you please let us know your exact location in 411061?

user: I don't want to consult to franchise doctor
bot: It seems that your message does not include information about your location. Could you please provide your current city name or postal code? This will help me assist you better in booking an appointment.

user: Anand Park, Pimple Gurav, Pune
bot: Clinic list Sent

user: Ashwini Patil
bot: Clinic list Sent

",Symptom Consultation
670caede0db03b0828961171,"Below is the conversation between the bot and user

user: Check in
bot: Hello avdhut, Please follow the instructions to create a check-in

bot: Steps to create check-in
1. Send Current location
2. Send comment after the current location

(Note: Check-in will be successful only if the comment is added after the current location is sent)

user: User has shared the location - https://www.google.com/maps/search/16.6894823,74.2412651
bot: Please share comment to create check-in

user: Dr Prasad Magdum
bot: Check-in has been successfully saved!

user: Check in
bot: Hello avdhut, Please follow the instructions to create a check-in

bot: Steps to create check-in
1. Send Current location
2. Send comment after the current location

(Note: Check-in will be successful only if the comment is added after the current location is sent)

user: User has shared the location - https://www.google.com/maps/search/16.6904575,74.2228665
bot: Please share comment to create check-in

user: Dr Suryvanshi
bot: Check-in has been successfully saved!

user: Check in
bot: Hello avdhut, Please follow the instructions to create a check-in

bot: Steps to create check-in
1. Send Current location
2. Send comment after the current location

(Note: Check-in will be successful only if the comment is added after the current location is sent)

user: User has shared the location - https://www.google.com/maps/search/16.6727977,74.2021127
bot: Please share comment to create check-in

user: Dr Vaidehi
bot: Check-in has been successfully saved!

user: Check in
bot: Hello avdhut, Please follow the instructions to create a check-in

bot: Steps to create check-in
1. Send Current location
2. Send comment after the current location

(Note: Check-in will be successful only if the comment is added after the current location is sent)

user: User has shared the location - https://www.google.com/maps/search/16.6748896,74.2042513
bot: Please share comment to create check-in

user: Dr Sandeep Musale
bot: Check-in has been successfully saved!

user: Check in
bot: Hello avdhut, Please follow the instructions to create a check-in

bot: Steps to create check-in
1. Send Current location
2. Send comment after the current location

(Note: Check-in will be successful only if the comment is added after the current location is sent)

user: User has shared the location - https://www.google.com/maps/search/16.6993905,74.2199929
bot: Please share comment to create check-in

user: Dr mahadik
bot: Check-in has been successfully saved!

user: Check in
bot: Hello avdhut, Please follow the instructions to create a check-in

bot: Steps to create check-in
1. Send Current location
2. Send comment after the current location

(Note: Check-in will be successful only if the comment is added after the current location is sent)

user: User has shared the location - https://www.google.com/maps/search/16.6946832,74.2413308
bot: Please share comment to create check-in

user: Dr vasim kazi
bot: Check-in has been successfully saved!

user: Check in
bot: Hello avdhut, Please follow the instructions to create a check-in

bot: Steps to create check-in
1. Send Current location
2. Send comment after the current location

(Note: Check-in will be successful only if the comment is added after the current location is sent)

user: User has shared the location - https://www.google.com/maps/search/16.6896095,74.2412218
bot: Please share comment to create check-in

user: Dr Prasad Magdum
bot: Check-in has been successfully saved!

",Location Enquiry
670cac2f6d9fea7ee79d7d6e,"Below is the conversation between the bot and user

user: Hi
bot: Hi! I am Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

user: I want one know more about i
user: It
bot: It seems like there was an error in the health issue provided. Could you please specify the health issue you're referring to?

bot: Can you describe the specific symptoms you are experiencing related to this health issue?

user: My mom have a skin allergies
bot: It's important to understand when the skin allergies first appeared and if they have been consistent or intermittent. Have you noticed any specific triggers or allergens that worsen the symptoms?

user: Don’t know the l cause
bot: It's important to understand the cause of skin allergies. Have you noticed any specific triggers or allergens that worsen the symptoms?

user: Whenever she has a sun exposure
bot: At Madhavbaug, we recommend several Ayurvedic solutions for managing skin allergies triggered by sun exposure. You can try applying neem oil, adding neem leaves to your bathwater, using a baking soda paste, or drinking water infused with sabja seeds. For a personalized treatment plan, we recommend visiting your nearest Madhavbaug clinic. Would you like to book an appointment for your mom to consult with our expert doctors?

user: Skin starts itching
bot: Current location, city name, or postal code is required to book an appointment, please provide your location details so I can assist you further

user: Jail road Nasik-422101
bot: Oh great! We have found 14 expert doctors in your area. Could you please let us know your exact location in Jail road Nasik-422101?

",Symptom Consultation
670ca2690db03b0828961167,"Below is the conversation between the bot and user

user: Specialities 🏥 
bot: list msg Sent

user: Book Appointment 📅
bot: list msg Sent

user: Cardiology🫀 
bot: list msg Sent

user: Nigdi
bot: list msg Sent

user: Yes
bot: Appointment with: Cardiology


Thank you! Our team will contact you shortly.

bot: list msg Sent

user: Yes
bot: list msg Sent

user: Feedback & other issue✍
bot: Please enter your name.

user: Vidya
bot: Please enter your mobile number.

user: 9080017647
bot: Please enter your e-mail id.

user: Vidyaanand.dance@gmail.com
bot: Thank you for your feedback our team will get back to you shortly.

user: No
",Appointment Booking
670c8c1bf5972b0100359b2c,"Below is the conversation between the bot and user

user: 𝔸𝕡𝕡𝕠𝕚𝕟𝕥𝕞𝕖𝕟𝕥
bot: Hello, I am Aisha, a Health-Care Executive of Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

user: 𝕎𝕖𝕚𝕘𝕙𝕥 𝕝𝕠𝕤𝕤
bot: Do you have any specific health issues or symptoms that you would like to discuss?

user: 𝔹𝕞𝕚
bot: At Madhavbaug, we offer a holistic approach to managing your BMI and overall health. Our expert doctors specialize in Ayurvedic treatments and integrate modern insights to help you achieve a healthy BMI. We create personalized treatment plans that combine traditional therapies, dietary changes, and lifestyle adjustments. Additionally, we offer services like Panchakarma therapy, doctor consultations, and health assessments to support your journey towards a healthier BMI. If you would like to book an appointment or need more information, please visit our website or contact your nearest Madhavbaug center.

user: 𝕐𝕖𝕤
bot: Current location, city name, or postal code is required to book an appointment, please provide your location details so I can assist you further

user: 𝕐𝕒𝕧𝕥𝕞𝕒𝕝 445001
bot: Oh great! We have found 16 expert doctors in your area. Could you please let us know your exact location in 𝕐𝕒𝕧𝕥𝕞𝕒𝕝 445001?

user: 𝕆𝕜
bot: It seems that your message does not include information about your location. Could you please provide your current city name or postal code? This will help me assist you better in booking an appointment.

user: 𝕐𝕒𝕨𝕒𝕥𝕞𝕒𝕝
bot: It seems that your message does not include information about your location. Could you please provide your current city name or postal code? This will help me assist you better in booking an appointment.

user: 445001
bot: Clinic list Sent

user: twinkal mahakale
bot: Clinic list Sent

user: 18:30
bot: ✅ Your appointment has been successfully booked!

*Appointment Details:*

*Clinic Name:*
Yawatmal Product Dr

*Date & Time:*
14-Oct-2024 18:30

*Clinic Address:*
51, Singhania Nagar, Arni Naka, Beside Smith Hospital, Yavatmal- 445001. Maharashtra, Yawatmal, MAHARASHTRA - 445001

Thank you for booking appointment with us!

We shall call you shortly to confirm your appointment.


bot: Most people come to the Doctor with their spouse, husband or any family member. This can make it easier to understand the treatment and its importance. So are you planning to bring someone along?.


user: 𝕆𝕜
bot: At Madhavbaug clinic your case will be studied in detail, so that we can identify your root cause of the disease.Our goal is to provide you with a personalized treatment plan that aims to achieve the best results in the shortest time and at the most affordable cost. Your well-being is our priority, and we're committed to helping you on your path to recovery.

user: 𝕆𝕜
bot: At Madhavbaug clinic, your case will be studied in detail to identify the root cause of the disease. Our goal is to provide you with a personalized treatment plan that aims to achieve the best results in the shortest time and at the most affordable cost. Your well-being is our priority, and we're committed to helping you on your path to recovery. If you have any further questions or would like to book another appointment, feel free to let me know.

user: 𝕆𝕜
bot: Thank you for your response. If you have any health-related questions or would like to book another appointment, feel free to let me know.

user: 𝕆𝕜
bot: Thank you for your response. If you have any health-related questions or would like to book another appointment, feel free to let me know.

user: 𝕐𝕖𝕤
bot: Yes, how can I assist you today?

user: 𝕋𝕨𝕚𝕟𝕜𝕒𝕝 𝕞𝕒𝕙𝕒𝕜𝕒𝕝 𝕞𝕒𝕞
bot: How can I assist you today with your health concern?

user: 𝕀 𝕕𝕠𝕟𝕥 𝕜𝕟𝕠𝕨
bot: How can I assist you today with your health concern?

user: 𝕆𝕜
bot: How can I assist you today with your health concern?

user: 𝕐𝕖𝕤
bot: How can I assist you today with your health concern?

user: 𝕆𝕜
bot: How can I assist you today with your health concern?

user: ℕ𝕠
bot: No

user: 𝕎𝕖𝕚𝕘𝕙𝕥 𝕝𝕠𝕤𝕤
bot: I recommend you to book an appointment with our health-care experts at Madhavbaug to discuss your weight loss concerns and find a suitable solution. Would you like to book an appointment for this?

user: 𝕐𝕖𝕤
bot: Current location, city name, or postal code is required to book an appointment, please provide your location details so I can assist you further

user: 𝕐𝕒𝕨𝕒𝕥𝕞𝕒𝕝
bot: It seems that your message does not include information about your location. Could you please provide your current city name or postal code? This will help me assist you better in booking an appointment.

user: 445001
bot: Oh great! We have found 16 expert doctors in your area. Could you please let us know your exact location in 445001?

user: 𝕆𝕜
bot: It seems that your message does not include information about your location. Could you please provide your current city name or postal code? This will help me assist you better in booking an appointment.

",Symptom Consultation
670c84958b32678a3e1047a3,"Below is the conversation between the bot and user

user: Hi
bot: Hello! I am Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

user: Diabetes
bot: When were you diagnosed with diabetes, and have you noticed any changes in your symptoms since then?

user: Yes
bot: Current location, city name, or postal code is required to book an appointment, please provide your location details so I can assist you further

user: 400017
bot: Oh great! We have found 20 expert doctors in your area. Could you please let us know your exact location in 400017?

user: Ok
bot: It seems that your message does not include information about your location. Could you please provide your current city name or postal code? This will help me assist you better in booking an appointment.

user: Mumbai
bot: Clinic list Sent

user: 400022
bot: We have over 350 clinics across India. May I know where you are located so that I can find the nearest clinic for you?

user: Yes
bot: Current location, city name, or postal code is required to book an appointment, please provide your location details so I can assist you further

user: 400022
bot: Oh great! We have found 19 expert doctors in your area. Could you please let us know your exact location in 400022?

user: Yes
bot: It seems that your message does not include information about your location. Could you please provide your current city name or postal code? This will help me assist you better in booking an appointment.

user: Mumbai
bot: Clinic list Sent

",Symptom Consultation
670c82342dc4a99a0439e184,"Below is the conversation between the bot and user

user: Thank you for contacting प्रणिता देशपांडे! Please let us know how we can help you.
bot: Hello, I am Aisha, a Health-Care Executive of Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

",Symptom Consultation
670c81ad8b32678a3e1047a0,"Below is the conversation between the bot and user

user: Hi
bot: Hello! I am Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

user: Yes
bot: Please go ahead and let me know about your symptoms or health issues.


user: Stiffness and fatigue
bot: Have you recently experienced any changes in your physical activity or stress levels that might contribute to these symptoms?

user: Ono
bot: It seems like you may be experiencing stiffness and fatigue. Have you recently experienced any changes in your physical activity or stress levels that might contribute to these symptoms?

user: No
bot: It seems like you may be experiencing stiffness and fatigue. It is important to address these symptoms. Would you like to book an appointment for a consultation with our healthcare experts at Madhavbaug?

user: Yes
bot: Current location, city name, or postal code is required to book an appointment, please provide your location details so I can assist you further

user: Meerut 250001
bot: Oh great! We have found 17 expert doctors in your area. Could you please let us know your exact location in Meerut 250001?

user: kenkerkhera,Sardhana road
bot: Clinic list Sent

user: Amar Deep
bot: Clinic list Sent

user: 18:30
bot: ✅ Your appointment has been successfully booked!

*Appointment Details:*

*Clinic Name:*
Modipuram Meerut

*Date & Time:*
14-Oct-2024 18:30

*Clinic Address:*
Shop no 17/19 Krishna Plaza Pallabhpuram Phase 1 Near HDFC Bank Meerut UP 250110, Meerut, UTTAR PRADESH - 250110

Thank you for booking appointment with us!

We shall call you shortly to confirm your appointment.


bot: Most people come to the Doctor with their spouse, husband or any family member. This can make it easier to understand the treatment and its importance. So are you planning to bring someone along?.


",Symptom Consultation
670c7b0e6e0051e5c84a3019,"Below is the conversation between the bot and user

user: Hi
bot: Hello! I am Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

",Symptom Consultation
670c747a8b32678a3e10479b,"Below is the conversation between the bot and user

user: Hii
bot: Hello! I am Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

user: Ok
bot: How can I assist you today?

user: Ok
bot: How can I assist you today?

user: Hhh
bot: I'm here to help with any health-related questions you may have. Please let me know if you have any symptoms or health issues you'd like to discuss.

user: To bolo
bot: How can I assist you today? If you have any symptoms or health issues, feel free to share them with me.

user: Ya
bot: How can I assist you today? If you have any symptoms or health issues, feel free to share them with me.

user: Ok
bot: Do you have any symptoms or health issues that you would like to discuss?

user: Yes
bot: Please go ahead and share any symptoms or health issues you are experiencing.

",Symptom Consultation
670c6de3b13188d1735e77f6,"Below is the conversation between the bot and user

user: Hi
bot: Hello! I am Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

user: My mother’s heart valve size has reduced to 0.5 cms instead of 4.5 cms. Can this be cured at madhavbaug?
bot: It is important to consult with our experts at Madhavbaug regarding your mother's heart valve issue. Please call us at +917304501163 for further assistance.

",Symptom Consultation
670c65b7065828987b0b7bb0,"Below is the conversation between the bot and user

user: Please provide a list of expert Doctors in proximity of 
New Prabhadevi road, prabhadevi, MUMBAI 400025
Location 
Thank you
bot: Here is a list of 3 nearest clinics to your location

Clinic Name: Mumbai (dadar - West)
Address: Shop No.8, 1st Floor, Shantaram Niwas,

Clinic Name: Mumbai (wadala)
Address: Madhavbaug Clinic,1st Floor Above Great Punjab Hotel,In front of Fire Brigade Office,Dadar East, Mumbai 400014.

Clinic Name: Worli Madhavbaug
Address: Sane Care Madhavbaug Worli Office No 106, 1st Floor, Navneelam Premises CHS,Dr R G Thandani Marg, Worli Mumbai

Do you like to book an appointment in one of the clinics mentioned above?

user: Yes
bot: Current location, city name, or postal code is required to book an appointment, please provide your location details so I can assist you further

user: Location, City Name, Postal Code 
Mamta Building 
New Prabhadevi road, prabhadevi, MUMBAI 400025
Thank you
bot: Oh great! We have found 21 expert doctors in your area. Could you please let us know your exact location in Location, City Name, Postal Code 
Mamta Building 
New Prabhadevi road, prabhadevi, MUMBAI 400025
Thank you?

user: Mamta Building 
New Prabhadevi road, prabhadevi, MUMBAI 400025
bot: Clinic list Sent

user: Amol Narkar
bot: Clinic list Sent

user: Wednesday 16th October
bot: Clinic list Sent

user: Wednesday 16th October
bot: Clinic list Sent

",Appointment Booking
670c4c9a8b32678a3e10478d,"Below is the conversation between the bot and user

user: Hello 
Where is my order ?
bot: Hi, I am Vaidushi and how can I help you today regarding your interest to buy Madhavprash? Regarding your order, I can't track it directly. However, if you have placed an order, it should be dispatched within 48 hours of confirmation and reach you within 3-6 days based on your location. If you need further assistance, please contact the customer service team through the website where you made the purchase.

",Location Enquiry
670c3baf7c13002c028c1a1b,"Below is the conversation between the bot and user

user: Hi
bot: Hello! I am Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

user: Yes
bot: Please go ahead and let me know about your symptoms or health issues.


user: Diebetic, migraine
bot: Have you noticed any correlation between your blood sugar levels and your migraines?

user: Yes
bot: When did you first notice the symptoms of diabetes and migraines, and how often do they occur?

user: 3 years ago
bot: We offer comprehensive solutions for managing diabetes and migraines through a combination of Ayurvedic treatments and modern medical insights at Madhavbaug. Our expert doctors can help you improve your health and well-being. Would you like to book an appointment to discuss your symptoms further?

user: Yes
bot: Current location, city name, or postal code is required to book an appointment, please provide your location details so I can assist you further

user: Kasheli, thane -421302
bot: Oh great! We have found 23 expert doctors in your area. Could you please let us know your exact location in Kasheli, thane -421302?

user: Ashtavinayak enclave,near datta mandir
bot: It seems that your message does not include information about your location or the provided location is not clear enough to figure out the nearby clinics. Could you please provide your current city name or postal code? This will help me assist you better in booking an appointment.

user: Ashtavinayak enclave,kasheli toll naka,near datta mandir
bot: Clinic list Sent

user: mbdoc five
bot: Clinic list Sent

",Symptom Consultation
